,continent,country,year,life expectancy,population,fertility
3443,Asia,Bhutan,1961,36.49,229297.0,6.67
3444,Asia,Bhutan,1962,37.04,234703.0,6.67
3445,Asia,Bhutan,1963,37.57,240364.0,6.67
3446,Asia,Bhutan,1964,38.12,246324.0,6.67
3447,Asia,Bhutan,1965,38.68,252629.0,6.67
3448,Asia,Bhutan,1966,39.28,259270.0,6.67
3449,Asia,Bhutan,1967,39.94,266293.0,6.67
3450,Asia,Bhutan,1968,40.66,273868.0,6.67
3451,Asia,Bhutan,1969,41.45,282210.0,6.67
3452,Asia,Bhutan,1970,42.31,291457.0,6.67
3453,Asia,Bhutan,1971,43.23,301653.0,6.67
3454,Asia,Bhutan,1972,44.2,312712.0,6.68
3455,Asia,Bhutan,1973,45.18,324465.0,6.69
3456,Asia,Bhutan,1974,46.2,336677.0,6.69
3457,Asia,Bhutan,1975,47.21,349146.0,6.69
3458,Asia,Bhutan,1976,48.22,361862.0,6.69
3459,Asia,Bhutan,1977,49.22,374801.0,6.67
3460,Asia,Bhutan,1978,50.21,387731.0,6.64
3461,Asia,Bhutan,1979,51.18,400378.0,6.6
3462,Asia,Bhutan,1980,52.12,412561.0,6.55
3463,Asia,Bhutan,1981,53.05,423887.0,6.5
3464,Asia,Bhutan,1982,53.96,434385.0,6.46
3465,Asia,Bhutan,1983,54.87,444789.0,6.41
3466,Asia,Bhutan,1984,55.78,456135.0,6.36
3467,Asia,Bhutan,1985,56.69,469010.0,6.31
3468,Asia,Bhutan,1986,57.61,484151.0,6.23
3469,Asia,Bhutan,1987,58.54,500952.0,6.13
3470,Asia,Bhutan,1988,59.48,517068.0,5.99
3471,Asia,Bhutan,1989,60.44,529284.0,5.83
3472,Asia,Bhutan,1990,61.4,535505.0,5.64
3473,Asia,Bhutan,1991,61.9,534678.0,5.43
3474,Asia,Bhutan,1992,62.4,528085.0,5.22
3475,Asia,Bhutan,1993,62.8,518847.0,5.0
3476,Asia,Bhutan,1994,63.1,511382.0,4.8
3477,Asia,Bhutan,1995,63.8,508897.0,4.6
3478,Asia,Bhutan,1996,64.7,512377.0,4.4
3479,Asia,Bhutan,1997,65.1,520917.0,4.21
3480,Asia,Bhutan,1998,65.6,533506.0,4.01
3481,Asia,Bhutan,1999,66.5,548387.0,3.81
3482,Asia,Bhutan,2000,65.9,564187.0,3.61
3483,Asia,Bhutan,2001,67.5,580784.0,3.42
3484,Asia,Bhutan,2002,68.1,598421.0,3.24
3485,Asia,Bhutan,2003,68.5,616474.0,3.07
3486,Asia,Bhutan,2004,68.9,634235.0,2.92
3487,Asia,Bhutan,2005,69.3,651163.0,2.79
3488,Asia,Bhutan,2006,69.8,666920.0,2.68
3489,Asia,Bhutan,2007,70.3,681471.0,2.59
3490,Asia,Bhutan,2008,70.7,694990.0,2.51
3491,Asia,Bhutan,2009,70.9,707830.0,2.44
3492,Asia,Bhutan,2010,71.4,720246.0,2.38
3493,Asia,Bhutan,2011,71.7,732246.0,2.32
3494,Asia,Bhutan,2012,71.9,743711.0,2.28
3495,Asia,Bhutan,2013,72.2,754637.0,2.23
3496,Asia,Bhutan,2014,72.4,765008.0,2.19
3497,Asia,Bhutan,2015,72.7,774830.0,2.15
3498,Asia,Brunei,1950,56.68,48001.0,7.52
3499,Asia,Brunei,1951,56.99,50971.0,7.36
3500,Asia,Brunei,1952,57.6,53932.0,7.07
3501,Asia,Brunei,1953,58.22,56958.0,6.84
3502,Asia,Brunei,1954,58.83,60104.0,6.66
3503,Asia,Brunei,1955,59.45,63401.0,6.54
3504,Asia,Brunei,1956,60.07,66859.0,6.47
3505,Asia,Brunei,1957,60.7,70465.0,6.44
3506,Asia,Brunei,1958,61.31,74189.0,6.44
3507,Asia,Brunei,1959,61.93,77989.0,6.47
3508,Asia,Brunei,1960,62.52,81825.0,6.49
3509,Asia,Brunei,1961,63.11,85687.0,6.49
3510,Asia,Brunei,1962,63.67,89603.0,6.45
3511,Asia,Brunei,1963,64.21,93650.0,6.36
3512,Asia,Brunei,1964,64.72,97933.0,6.23
3513,Asia,Brunei,1965,65.21,102525.0,6.07
3514,Asia,Brunei,1966,65.67,107450.0,5.92
3515,Asia,Brunei,1967,66.12,112680.0,5.8
3516,Asia,Brunei,1968,66.54,118176.0,5.74
3517,Asia,Brunei,1969,66.97,123875.0,5.73
3518,Asia,Brunei,1970,67.38,129729.0,5.75
3519,Asia,Brunei,1971,67.79,135716.0,5.77
3520,Asia,Brunei,1972,68.19,141836.0,5.76
3521,Asia,Brunei,1973,68.58,148067.0,5.69
3522,Asia,Brunei,1974,68.95,154395.0,5.56
3523,Asia,Brunei,1975,69.32,160799.0,5.37
3524,Asia,Brunei,1976,69.67,167283.0,5.13
3525,Asia,Brunei,1977,70.01,173826.0,4.88
3526,Asia,Brunei,1978,70.33,180357.0,4.65
3527,Asia,Brunei,1979,70.65,186786.0,4.43
3528,Asia,Brunei,1980,70.95,193057.0,4.25
3529,Asia,Brunei,1981,71.25,199136.0,4.1
3530,Asia,Brunei,1982,71.54,205061.0,3.99
3531,Asia,Brunei,1983,71.84,210933.0,3.91
3532,Asia,Brunei,1984,72.12,216893.0,3.84
3533,Asia,Brunei,1985,72.41,223049.0,3.79
3534,Asia,Brunei,1986,72.69,229418.0,3.76
3535,Asia,Brunei,1987,72.98,235980.0,3.72
3536,Asia,Brunei,1988,73.26,242750.0,3.67
3537,Asia,Brunei,1989,73.54,249738.0,3.61
3538,Asia,Brunei,1990,73.8,256939.0,3.53
3539,Asia,Brunei,1991,73.8,264365.0,3.44
3540,Asia,Brunei,1992,74.0,271989.0,3.32
3541,Asia,Brunei,1993,74.2,279717.0,3.2
3542,Asia,Brunei,1994,74.4,287423.0,3.06
3543,Asia,Brunei,1995,74.7,295010.0,2.93
3544,Asia,Brunei,1996,74.9,302449.0,2.8
3545,Asia,Brunei,1997,75.2,309746.0,2.68
3546,Asia,Brunei,1998,75.6,316873.0,2.57
3547,Asia,Brunei,1999,75.8,323812.0,2.48
3548,Asia,Brunei,2000,75.9,330554.0,2.4
3549,Asia,Brunei,2001,76.1,337074.0,2.34
3550,Asia,Brunei,2002,76.3,343383.0,2.29
3551,Asia,Brunei,2003,76.5,349557.0,2.25
3552,Asia,Brunei,2004,76.7,355700.0,2.21
3553,Asia,Brunei,2005,76.7,361889.0,2.18
3554,Asia,Brunei,2006,76.8,368150.0,2.15
3555,Asia,Brunei,2007,76.8,374459.0,2.12
3556,Asia,Brunei,2008,76.9,380786.0,2.1
3557,Asia,Brunei,2009,77.0,387080.0,2.07
3558,Asia,Brunei,2010,77.1,393302.0,2.05
3559,Asia,Brunei,2011,76.9,399443.0,2.03
3560,Asia,Brunei,2012,76.9,405512.0,2.01
3561,Asia,Brunei,2013,76.9,411499.0,1.99
3562,Asia,Brunei,2014,77.1,417394.0,1.98
3563,Asia,Brunei,2015,77.1,423188.0,1.96
3564,Asia,Cambodia,1950,40.32,4432716.0,6.95
3565,Asia,Cambodia,1951,40.5,4539656.0,6.95
3566,Asia,Cambodia,1952,40.81,4658653.0,6.95
3567,Asia,Cambodia,1953,41.08,4784792.0,6.95
3568,Asia,Cambodia,1954,41.32,4914447.0,6.95
3569,Asia,Cambodia,1955,41.52,5045284.0,6.95
3570,Asia,Cambodia,1956,41.7,5176326.0,6.95
3571,Asia,Cambodia,1957,41.86,5307886.0,6.96
3572,Asia,Cambodia,1958,41.99,5441365.0,6.96
3573,Asia,Cambodia,1959,42.14,5578905.0,6.97
3574,Asia,Cambodia,1960,42.29,5722370.0,6.97
3575,Asia,Cambodia,1961,42.47,5872247.0,6.96
3576,Asia,Cambodia,1962,42.7,6026696.0,6.96
3577,Asia,Cambodia,1963,42.95,6181137.0,6.94
3578,Asia,Cambodia,1964,43.2,6329411.0,6.91
3579,Asia,Cambodia,1965,43.45,6467196.0,6.87
3580,Asia,Cambodia,1966,43.73,6588993.0,6.82
3581,Asia,Cambodia,1967,44.0,6695460.0,6.75
3582,Asia,Cambodia,1968,44.13,6795514.0,6.67
3583,Asia,Cambodia,1969,44.03,6902025.0,6.58
3584,Asia,Cambodia,1970,43.28,7022185.0,6.48
3585,Asia,Cambodia,1971,41.67,7167716.0,6.34
3586,Asia,Cambodia,1972,39.73,7331162.0,6.17
3587,Asia,Cambodia,1973,37.58,7478147.0,5.99
3588,Asia,Cambodia,1974,34.94,7561583.0,5.8
3589,Asia,Cambodia,1975,21.69,7551988.0,5.62
3590,Asia,Cambodia,1976,19.04,7431505.0,5.5
3591,Asia,Cambodia,1977,18.1,7222050.0,5.44
3592,Asia,Cambodia,1978,19.55,6982522.0,5.46
3593,Asia,Cambodia,1979,21.91,6795102.0,5.55
3594,Asia,Cambodia,1980,28.16,6718241.0,5.69
3595,Asia,Cambodia,1981,38.0,6774509.0,5.85
3596,Asia,Cambodia,1982,44.24,6945053.0,6.01
3597,Asia,Cambodia,1983,49.43,7196139.0,6.13
3598,Asia,Cambodia,1984,53.22,7475011.0,6.2
3599,Asia,Cambodia,1985,55.5,7743065.0,6.21
3600,Asia,Cambodia,1986,56.49,7990133.0,6.16
3601,Asia,Cambodia,1987,56.82,8228268.0,6.07
3602,Asia,Cambodia,1988,56.99,8467109.0,5.94
3603,Asia,Cambodia,1989,57.22,8723550.0,5.79
3604,Asia,Cambodia,1990,57.6,9008856.0,5.62
3605,Asia,Cambodia,1991,57.9,9323607.0,5.44
3606,Asia,Cambodia,1992,58.2,9659238.0,5.24
3607,Asia,Cambodia,1993,58.1,10007092.0,5.03
3608,Asia,Cambodia,1994,58.0,10355253.0,4.83
3609,Asia,Cambodia,1995,58.1,10694459.0,4.62
3610,Asia,Cambodia,1996,58.3,11022162.0,4.42
3611,Asia,Cambodia,1997,58.7,11338733.0,4.24
3612,Asia,Cambodia,1998,59.0,11641509.0,4.06
3613,Asia,Cambodia,1999,59.5,11928306.0,3.9
3614,Asia,Cambodia,2000,60.0,12197905.0,3.75
3615,Asia,Cambodia,2001,60.8,12448881.0,3.62
3616,Asia,Cambodia,2002,61.6,12681984.0,3.5
3617,Asia,Cambodia,2003,62.4,12901217.0,3.4
3618,Asia,Cambodia,2004,63.2,13112334.0,3.31
3619,Asia,Cambodia,2005,64.0,13320058.0,3.23
3620,Asia,Cambodia,2006,64.8,13525360.0,3.16
3621,Asia,Cambodia,2007,65.4,13728700.0,3.1
3622,Asia,Cambodia,2008,66.1,13933660.0,3.05
3623,Asia,Cambodia,2009,66.6,14144337.0,3.01
3624,Asia,Cambodia,2010,67.0,14363586.0,2.97
3625,Asia,Cambodia,2011,67.6,14593099.0,2.93
3626,Asia,Cambodia,2012,68.2,14832255.0,2.89
3627,Asia,Cambodia,2013,68.7,15078564.0,2.86
3628,Asia,Cambodia,2014,69.1,15328136.0,2.83
3629,Asia,Cambodia,2015,69.4,15577899.0,2.8
3630,Asia,China,1950,41.04,544112923.0,5.29
3631,Asia,China,1951,41.98,558820362.0,5.26
3632,Asia,China,1952,42.91,570764965.0,5.97
3633,Asia,China,1953,43.85,580886559.0,5.67
3634,Asia,China,1954,45.7,589955812.0,5.96
3635,Asia,China,1955,47.2,598574241.0,5.98
3636,Asia,China,1956,49.57,607167524.0,5.61
3637,Asia,China,1957,49.62,615992182.0,6.21
3638,Asia,China,1958,49.17,625155626.0,5.5
3639,Asia,China,1959,37.36,634649557.0,4.27
3640,Asia,China,1960,30.53,644450173.0,3.99
3641,Asia,China,1961,32.95,654625069.0,3.28
3642,Asia,China,1962,43.29,665426760.0,5.97
3643,Asia,China,1963,50.64,677332765.0,7.41
3644,Asia,China,1964,52.0,690932043.0,6.12
3645,Asia,China,1965,54.28,706590947.0,6.02
3646,Asia,China,1966,55.37,724490033.0,6.21
3647,Asia,China,1967,56.9,744365635.0,5.25
3648,Asia,China,1968,57.87,765570668.0,6.37
3649,Asia,China,1969,59.38,787191243.0,5.67
3650,Asia,China,1970,61.0,808510713.0,5.75
3651,Asia,China,1971,62.04,829367784.0,5.4
3652,Asia,China,1972,61.36,849787991.0,4.92
3653,Asia,China,1973,60.97,869474823.0,4.51
3654,Asia,China,1974,60.63,888132761.0,4.15
3655,Asia,China,1975,60.78,905580445.0,3.58
3656,Asia,China,1976,60.46,921688199.0,3.25
3657,Asia,China,1977,61.94,936554514.0,2.87
3658,Asia,China,1978,62.15,950537317.0,2.74
3659,Asia,China,1979,62.95,964155176.0,2.8
3660,Asia,China,1980,63.92,977837433.0,2.32
3661,Asia,China,1981,64.2,991553829.0,2.71
3662,Asia,China,1982,65.28,1005328574.0,2.62
3663,Asia,China,1983,65.49,1019698475.0,2.56
3664,Asia,China,1984,65.68,1035328572.0,2.6
3665,Asia,China,1985,65.87,1052622410.0,2.65
3666,Asia,China,1986,66.05,1071834975.0,2.68
3667,Asia,China,1987,66.23,1092646739.0,2.68
3668,Asia,China,1988,66.39,1114162025.0,2.63
3669,Asia,China,1989,66.56,1135128009.0,2.55
3670,Asia,China,1990,66.7,1154605773.0,2.43
3671,Asia,China,1991,67.0,1172327831.0,2.28
3672,Asia,China,1992,67.2,1188450231.0,2.11
3673,Asia,China,1993,67.5,1202982955.0,1.95
3674,Asia,China,1994,67.9,1216067023.0,1.81
3675,Asia,China,1995,68.4,1227841281.0,1.68
3676,Asia,China,1996,68.8,1238234851.0,1.59
3677,Asia,China,1997,69.1,1247259143.0,1.52
3678,Asia,China,1998,69.4,1255262566.0,1.48
3679,Asia,China,1999,69.6,1262713651.0,1.45
3680,Asia,China,2000,69.8,1269974572.0,1.45
3681,Asia,China,2001,70.0,1277188787.0,1.46
3682,Asia,China,2002,70.2,1284349938.0,1.47
3683,Asia,China,2003,70.9,1291485488.0,1.49
3684,Asia,China,2004,71.4,1298573031.0,1.5
3685,Asia,China,2005,71.9,1305600630.0,1.51
3686,Asia,China,2006,72.6,1312600877.0,1.52
3687,Asia,China,2007,73.1,1319625197.0,1.53
3688,Asia,China,2008,73.4,1326690636.0,1.53
3689,Asia,China,2009,73.9,1333807063.0,1.54
3690,Asia,China,2010,74.3,1340968737.0,1.54
3691,Asia,China,2011,74.9,1348174478.0,1.54
3692,Asia,China,2012,75.3,1355386952.0,1.55
3693,Asia,China,2013,75.7,1362514260.0,1.56
3694,Asia,China,2014,75.9,1369435670.0,1.56
3695,Asia,China,2015,76.2,1376048943.0,1.57
3696,Asia,India,1950,34.77,376325205.0,5.89
3697,Asia,India,1951,35.1,382231042.0,5.89
3698,Asia,India,1952,35.76,388515758.0,5.9
3699,Asia,India,1953,36.44,395137696.0,5.91
3700,Asia,India,1954,37.11,402065915.0,5.91
3701,Asia,India,1955,37.79,409280196.0,5.91
3702,Asia,India,1956,38.48,416771502.0,5.91
3703,Asia,India,1957,39.16,424541513.0,5.9
3704,Asia,India,1958,39.85,432601236.0,5.89
3705,Asia,India,1959,40.56,440968677.0,5.88
3706,Asia,India,1960,41.26,449661874.0,5.87
3707,Asia,India,1961,41.99,458691457.0,5.86
3708,Asia,India,1962,42.72,468054145.0,5.84
3709,Asia,India,1963,43.46,477729958.0,5.83
3710,Asia,India,1964,44.23,487690114.0,5.81
3711,Asia,India,1965,44.98,497920270.0,5.78
3712,Asia,India,1966,45.73,508402908.0,5.75
3713,Asia,India,1967,46.49,519162069.0,5.7
3714,Asia,India,1968,47.21,530274729.0,5.64
3715,Asia,India,1969,47.93,541844848.0,5.57
3716,Asia,India,1970,48.65,553943226.0,5.49
3717,Asia,India,1971,49.35,566605402.0,5.41
3718,Asia,India,1972,50.08,579800632.0,5.32
3719,Asia,India,1973,50.81,593451889.0,5.24
3720,Asia,India,1974,51.53,607446519.0,5.16
3721,Asia,India,1975,52.25,621703641.0,5.08
3722,Asia,India,1976,52.93,636182810.0,5.0
3723,Asia,India,1977,53.56,650907559.0,4.92
3724,Asia,India,1978,54.14,665936435.0,4.84
3725,Asia,India,1979,54.65,681358553.0,4.76
3726,Asia,India,1980,55.1,697229745.0,4.68
3727,Asia,India,1981,55.51,713561406.0,4.6
3728,Asia,India,1982,55.86,730303461.0,4.52
3729,Asia,India,1983,56.19,747374856.0,4.44
3730,Asia,India,1984,56.51,764664278.0,4.36
3731,Asia,India,1985,56.81,782085127.0,4.28
3732,Asia,India,1986,57.11,799607235.0,4.2
3733,Asia,India,1987,57.39,817232241.0,4.13
3734,Asia,India,1988,57.65,834944397.0,4.04
3735,Asia,India,1989,57.93,852736160.0,3.96
3736,Asia,India,1990,58.2,870601776.0,3.88
3737,Asia,India,1991,58.5,888513869.0,3.79
3738,Asia,India,1992,58.8,906461358.0,3.71
3739,Asia,India,1993,59.1,924475633.0,3.63
3740,Asia,India,1994,59.5,942604211.0,3.55
3741,Asia,India,1995,59.9,960874982.0,3.47
3742,Asia,India,1996,60.2,979290432.0,3.4
3743,Asia,India,1997,60.5,997817250.0,3.33
3744,Asia,India,1998,60.8,1016402907.0,3.27
3745,Asia,India,1999,61.2,1034976626.0,3.21
3746,Asia,India,2000,61.5,1053481072.0,3.15
3747,Asia,India,2001,61.9,1071888190.0,3.08
3748,Asia,India,2002,62.3,1090189358.0,3.02
3749,Asia,India,2003,62.8,1108369577.0,2.95
3750,Asia,India,2004,63.2,1126419321.0,2.88
3751,Asia,India,2005,63.6,1144326293.0,2.82
3752,Asia,India,2006,63.9,1162088305.0,2.75
3753,Asia,India,2007,64.3,1179685631.0,2.69
3754,Asia,India,2008,64.7,1197070109.0,2.64
3755,Asia,India,2009,65.0,1214182182.0,2.6
3756,Asia,India,2010,65.4,1230984504.0,2.56
3757,Asia,India,2011,65.7,1247446011.0,2.53
3758,Asia,India,2012,66.1,1263589639.0,2.51
3759,Asia,India,2013,66.5,1279498874.0,2.48
3760,Asia,India,2014,66.9,1295291543.0,2.45
3761,Asia,India,2015,67.2,1311050527.0,2.43
3762,Asia,Indonesia,1950,36.51,69543319.0,5.35
3763,Asia,Indonesia,1951,36.99,70869608.0,5.39
3764,Asia,Indonesia,1952,37.93,72309902.0,5.46
3765,Asia,Indonesia,1953,38.86,73866520.0,5.53
3766,Asia,Indonesia,1954,39.78,75539738.0,5.58
3767,Asia,Indonesia,1955,40.68,77327799.0,5.62
3768,Asia,Indonesia,1956,41.57,79226787.0,5.65
3769,Asia,Indonesia,1957,42.45,81230749.0,5.67
3770,Asia,Indonesia,1958,43.32,83332054.0,5.67
3771,Asia,Indonesia,1959,44.17,85521981.0,5.67
3772,Asia,Indonesia,1960,45.01,87792512.0,5.67
3773,Asia,Indonesia,1961,45.83,90138235.0,5.66
3774,Asia,Indonesia,1962,46.65,92558006.0,5.65
3775,Asia,Indonesia,1963,47.45,95055669.0,5.63
3776,Asia,Indonesia,1964,48.24,97638027.0,5.62
3777,Asia,Indonesia,1965,43.77,100308896.0,5.61
3778,Asia,Indonesia,1966,44.18,103067352.0,5.6
3779,Asia,Indonesia,1967,50.54,105907403.0,5.58
3780,Asia,Indonesia,1968,51.27,108821565.0,5.56
3781,Asia,Indonesia,1969,52.0,111800090.0,5.52
3782,Asia,Indonesia,1970,52.71,114834781.0,5.47
3783,Asia,Indonesia,1971,53.4,117921994.0,5.41
3784,Asia,Indonesia,1972,54.09,121059511.0,5.34
3785,Asia,Indonesia,1973,54.75,124242299.0,5.25
3786,Asia,Indonesia,1974,55.41,127465232.0,5.15
3787,Asia,Indonesia,1975,56.04,130724118.0,5.04
3788,Asia,Indonesia,1976,56.67,134010695.0,4.93
3789,Asia,Indonesia,1977,57.27,137322122.0,4.81
3790,Asia,Indonesia,1978,57.87,140665859.0,4.68
3791,Asia,Indonesia,1979,58.45,144053516.0,4.56
3792,Asia,Indonesia,1980,59.01,147490366.0,4.43
3793,Asia,Indonesia,1981,59.57,150978841.0,4.3
3794,Asia,Indonesia,1982,60.12,154506266.0,4.17
3795,Asia,Indonesia,1983,60.64,158044343.0,4.03
3796,Asia,Indonesia,1984,61.16,161555584.0,3.89
3797,Asia,Indonesia,1985,61.66,165012195.0,3.75
3798,Asia,Indonesia,1986,62.15,168402027.0,3.61
3799,Asia,Indonesia,1987,62.63,171728916.0,3.47
3800,Asia,Indonesia,1988,63.1,175000919.0,3.35
3801,Asia,Indonesia,1989,63.55,178233231.0,3.23
3802,Asia,Indonesia,1990,64.0,181436821.0,3.12
3803,Asia,Indonesia,1991,64.5,184614740.0,3.02
3804,Asia,Indonesia,1992,64.9,187762097.0,2.93
3805,Asia,Indonesia,1993,65.3,190873248.0,2.84
3806,Asia,Indonesia,1994,65.7,193939912.0,2.76
3807,Asia,Indonesia,1995,66.1,196957845.0,2.69
3808,Asia,Indonesia,1996,66.4,199926615.0,2.63
3809,Asia,Indonesia,1997,66.7,202853850.0,2.58
3810,Asia,Indonesia,1998,67.0,205753493.0,2.53
3811,Asia,Indonesia,1999,67.2,208644079.0,2.5
3812,Asia,Indonesia,2000,67.5,211540428.0,2.48
3813,Asia,Indonesia,2001,67.8,214448301.0,2.48
3814,Asia,Indonesia,2002,68.0,217369087.0,2.47
3815,Asia,Indonesia,2003,68.2,220307809.0,2.48
3816,Asia,Indonesia,2004,66.7,223268606.0,2.49
3817,Asia,Indonesia,2005,68.7,226254703.0,2.49
3818,Asia,Indonesia,2006,68.9,229263980.0,2.5
3819,Asia,Indonesia,2007,69.2,232296830.0,2.49
3820,Asia,Indonesia,2008,69.4,235360765.0,2.48
3821,Asia,Indonesia,2009,69.6,238465165.0,2.46
3822,Asia,Indonesia,2010,69.8,241613126.0,2.43
3823,Asia,Indonesia,2011,70.1,244808254.0,2.4
3824,Asia,Indonesia,2012,70.3,248037853.0,2.37
3825,Asia,Indonesia,2013,70.6,251268276.0,2.34
3826,Asia,Indonesia,2014,70.8,254454778.0,2.31
3827,Asia,Indonesia,2015,71.1,257563815.0,2.28
3828,Asia,Iran,1950,39.94,17119263.0,6.92
3829,Asia,Iran,1951,40.29,17516578.0,6.91
3830,Asia,Iran,1952,40.92,17933356.0,6.91
3831,Asia,Iran,1953,41.56,18368896.0,6.91
3832,Asia,Iran,1954,42.19,18822605.0,6.91
3833,Asia,Iran,1955,42.84,19293998.0,6.91
3834,Asia,Iran,1956,43.47,19782699.0,6.91
3835,Asia,Iran,1957,44.11,20288440.0,6.92
3836,Asia,Iran,1958,44.74,20811062.0,6.92
3837,Asia,Iran,1959,45.38,21350524.0,6.93
3838,Asia,Iran,1960,46.0,21906905.0,6.93
3839,Asia,Iran,1961,46.61,22480420.0,6.92
3840,Asia,Iran,1962,47.22,23071426.0,6.91
3841,Asia,Iran,1963,47.83,23680433.0,6.9
3842,Asia,Iran,1964,48.43,24308080.0,6.87
3843,Asia,Iran,1965,49.04,24955116.0,6.83
3844,Asia,Iran,1966,49.66,25624650.0,6.77
3845,Asia,Iran,1967,50.3,26318116.0,6.7
3846,Asia,Iran,1968,50.98,27032944.0,6.62
3847,Asia,Iran,1969,51.67,27765239.0,6.53
3848,Asia,Iran,1970,52.43,28514011.0,6.44
3849,Asia,Iran,1971,53.28,29281130.0,6.36
3850,Asia,Iran,1972,54.24,30073845.0,6.29
3851,Asia,Iran,1973,55.24,30903565.0,6.24
3852,Asia,Iran,1974,56.24,31784896.0,6.21
3853,Asia,Iran,1975,57.1,32730555.0,6.21
3854,Asia,Iran,1976,57.64,33739231.0,6.24
3855,Asia,Iran,1977,57.78,34814231.0,6.29
3856,Asia,Iran,1978,57.52,35977589.0,6.35
3857,Asia,Iran,1979,56.95,37256771.0,6.42
3858,Asia,Iran,1980,56.24,38668222.0,6.48
3859,Asia,Iran,1981,55.62,40209077.0,6.52
3860,Asia,Iran,1982,55.32,41862373.0,6.52
3861,Asia,Iran,1983,55.49,43610506.0,6.47
3862,Asia,Iran,1984,56.19,45429019.0,6.37
3863,Asia,Iran,1985,57.39,47290793.0,6.22
3864,Asia,Iran,1986,59.01,49205577.0,6.02
3865,Asia,Iran,1987,60.83,51152122.0,5.76
3866,Asia,Iran,1988,62.67,53035939.0,5.47
3867,Asia,Iran,1989,64.43,54735239.0,5.15
3868,Asia,Iran,1990,66.0,56169196.0,4.82
3869,Asia,Iran,1991,67.8,57288039.0,4.48
3870,Asia,Iran,1992,68.5,58130099.0,4.14
3871,Asia,Iran,1993,69.1,58811858.0,3.81
3872,Asia,Iran,1994,69.6,59501292.0,3.49
3873,Asia,Iran,1995,69.9,60318632.0,3.2
3874,Asia,Iran,1996,69.8,61306632.0,2.95
3875,Asia,Iran,1997,70.3,62426086.0,2.72
3876,Asia,Iran,1998,70.8,63616065.0,2.51
3877,Asia,Iran,1999,71.3,64780362.0,2.34
3878,Asia,Iran,2000,71.4,65850062.0,2.19
3879,Asia,Iran,2001,71.3,66812736.0,2.08
3880,Asia,Iran,2002,71.3,67696677.0,1.99
3881,Asia,Iran,2003,70.1,68522074.0,1.93
3882,Asia,Iran,2004,71.5,69321953.0,1.9
3883,Asia,Iran,2005,71.9,70122115.0,1.87
3884,Asia,Iran,2006,72.4,70923164.0,1.87
3885,Asia,Iran,2007,72.8,71720859.0,1.87
3886,Asia,Iran,2008,73.1,72530693.0,1.88
3887,Asia,Iran,2009,73.4,73370982.0,1.89
3888,Asia,Iran,2010,73.7,74253373.0,1.9
3889,Asia,Iran,2011,74.1,75184322.0,1.91
3890,Asia,Iran,2012,74.3,76156975.0,1.92
3891,Asia,Iran,2013,74.5,77152445.0,1.92
3892,Asia,Iran,2014,74.6,78143644.0,1.92
3893,Asia,Iran,2015,74.6,79109272.0,1.91
3894,Asia,Iraq,1950,34.34,5719191.0,8.11
3895,Asia,Iraq,1951,35.08,5901507.0,7.88
3896,Asia,Iraq,1952,36.58,6065012.0,7.44
3897,Asia,Iraq,1953,38.04,6216130.0,7.07
3898,Asia,Iraq,1954,39.45,6360435.0,6.76
3899,Asia,Iraq,1955,40.81,6502655.0,6.52
3900,Asia,Iraq,1956,42.11,6646641.0,6.34
3901,Asia,Iraq,1957,43.38,6795399.0,6.23
3902,Asia,Iraq,1958,44.61,6951160.0,6.18
3903,Asia,Iraq,1959,45.79,7115509.0,6.19
3904,Asia,Iraq,1960,46.96,7289759.0,6.25
3905,Asia,Iraq,1961,48.11,7475354.0,6.36
3906,Asia,Iraq,1962,49.24,7674220.0,6.51
3907,Asia,Iraq,1963,50.36,7888914.0,6.69
3908,Asia,Iraq,1964,51.46,8122200.0,6.87
3909,Asia,Iraq,1965,52.52,8375791.0,7.04
3910,Asia,Iraq,1966,53.51,8651167.0,7.19
3911,Asia,Iraq,1967,54.42,8947399.0,7.3
3912,Asia,Iraq,1968,55.24,9260685.0,7.36
3913,Asia,Iraq,1969,55.96,9585576.0,7.38
3914,Asia,Iraq,1970,56.61,9917982.0,7.36
3915,Asia,Iraq,1971,57.21,10255904.0,7.31
3916,Asia,Iraq,1972,57.77,10599846.0,7.23
3917,Asia,Iraq,1973,58.31,10951169.0,7.15
3918,Asia,Iraq,1974,58.81,11312304.0,7.07
3919,Asia,Iraq,1975,59.19,11684585.0,6.99
3920,Asia,Iraq,1976,59.35,12068195.0,6.92
3921,Asia,Iraq,1977,59.26,12460997.0,6.83
3922,Asia,Iraq,1978,58.94,12859226.0,6.75
3923,Asia,Iraq,1979,58.44,13257910.0,6.66
3924,Asia,Iraq,1980,57.91,13653358.0,6.57
3925,Asia,Iraq,1981,57.52,14046273.0,6.49
3926,Asia,Iraq,1982,57.41,14437661.0,6.41
3927,Asia,Iraq,1983,57.68,14824876.0,6.34
3928,Asia,Iraq,1984,58.34,15204746.0,6.28
3929,Asia,Iraq,1985,59.36,15576396.0,6.22
3930,Asia,Iraq,1986,60.65,15937864.0,6.16
3931,Asia,Iraq,1987,62.05,16293719.0,6.11
3932,Asia,Iraq,1988,63.41,16657708.0,6.04
3933,Asia,Iraq,1989,64.65,17048167.0,5.97
3934,Asia,Iraq,1990,65.7,17478455.0,5.88
3935,Asia,Iraq,1991,63.9,17952909.0,5.79
